date_of_fight,idk_column,player1_name,player1_team,player2_name,player2_team,winner
11/28/00,2 Pd 7:12,Sean Gagnon,OTT,Eric Boulton,BUF,Voted winner: Sean Gagnon (50%) - Voted rating: 5.5
11/28/00,1 Pd 6:43,Jason Strudwick,VAN,Jim Cummins,ANA,Voted winner: Jim Cummins (100%) - Voted rating: 8
11/28/00,2 Pd 18:1,Darren Van Impe,BOS,Dan Trebil,PIT,Voted winner: Draw (50%) - Voted rating: 0
11/27/00,2 Pd 1:53,Trevor Linden,MON,Jarrod Skalde,ATL,Voted winner: Trevor Linden (100%) - Voted rating: 4
11/27/00,2 Pd 13:28,Dave Scatchard,NYI,Gordie Dwyer,TBL,Voted winner: Gordie Dwyer (100%) - Voted rating: 5
11/26/00,1 Pd 4:12,Matt Johnson,MIN,Donald Brashear,VAN,Voted winner: Matt Johnson (33.3%) - Voted rating: 6
11/26/00,1 Pd 4:31,Brad Brown,NYR,Andre Roy,OTT,Voted winner: Draw (50%) - Voted rating: 0
11/26/00,1 Pd 3:12,Darren Van Impe,BOS,Ian Laperriere,LAK,Voted winner: Draw (50%) - Voted rating: 0
11/25/00,1 Pd 16:52,Matthew Barnaby,PIT,Stu Grimson,LAK,Voted winner: Stu Grimson (100%) - Voted rating: 7.25
11/25/00,2 Pd 13:56,Jason Ward,MON,Chris Gratton,BUF,Voted winner: Chris Gratton (100%) - Voted rating: 7
11/25/00,1 Pd 6:7,Reed Low,STL,Louie Debrusk,ARI,Voted winner: Draw (50%) - Voted rating: 4
11/25/00,2 Pd 4:41,Shayne Corson,TOR,Shane Hnidy,OTT,Voted winner: Draw (50%) - Voted rating: 0
11/25/00,2 Pd 9:56,Craig Rivet,MON,Eric Boulton,BUF,Voted winner: Draw (50%) - Voted rating: 0
11/24/00,3 Pd 3:41,Brad Lukowich,DAL,Kevin Dineen,CBJ,Voted winner: Draw (50%) - Voted rating: 6
11/23/00,3 Pd 13:56,Chris Tamer,ATL,Craig Rivet,MON,Voted winner: Draw (50%) - Voted rating: 4
11/23/00,2 Pd 19:22,Stu Grimson,LAK,Jim McKenzie,NJD,Voted winner: Draw (50%) - Voted rating: 0
11/23/00,2 Pd 5:24,Ian Laperriere,LAK,Colin White,NJD,Voted winner: Draw (50%) - Voted rating: 0
11/22/00,2 Pd 14:43,Sheldon Keefe,TBL,Ray Ferraro,ATL,Voted winner: Sheldon Keefe (66.7%) - Voted rating: 3.67
11/22/00,3 Pd 16:33,Dan Hinote,COL,Kevyn Adams,CBJ,Voted winner: Draw (50%) - Voted rating: 0
11/22/00,1 Pd 11:55,Tie Domi,TOR,Georges Laraque,EDM,Voted winner: Georges Laraque (100%) - Voted rating: 5.83
11/22/00,1 Pd 2:21,Shawn Heins,SJS,Ryan VandenBussche,CHI,Voted winner: Draw (50%) - Voted rating: 0
11/22/00,2 Pd 6:20,Nolan Pratt,COL,Jamie Pushor,CBJ,Voted winner: Draw (50%) - Voted rating: 3
11/21/00,2 Pd 2:26,Reed Low,STL,Mike Brown,VAN,Voted winner: Draw (50%) - Voted rating: 5
11/20/00,2 Pd 3:10,Gerald Diduck,DAL,Jassen Cullimore,TBL,Voted winner: Draw (50%) - Voted rating: 0
11/18/00,1 Pd 15:14,Andre Roy,OTT,Peter Worrell,FLA,Voted winner: Peter Worrell (100%) - Voted rating: 7
11/18/00,3 Pd 14:21,Bill Lindsay,CAL,Rich Pilon,NYR,Voted winner: Draw (50%) - Voted rating: 0
11/18/00,1 Pd 7:34,Ian Laperriere,LAK,Greg de Vries,COL,Voted winner: Draw (50%) - Voted rating: 0
11/18/00,2 Pd 1:7,Dave Lowry,CAL,Sylvain Lefebvre,NYR,Voted winner: Draw (50%) - Voted rating: 0
11/18/00,1 Pd 2:13,Reed Low,STL,Eric Boulton,BUF,Voted winner: Reed Low (50%) - Voted rating: 7.5
11/18/00,3 Pd 15:20,Alexei Yashin,OTT,Todd Simpson,FLA,Voted winner: Draw (50%) - Voted rating: 0
11/17/00,2 Pd 2:28,Darcy Tucker,TOR,Cory Sarich,TBL,Voted winner: Draw (50%) - Voted rating: 0
11/17/00,2 Pd 5:51,Patrick Cote,EDM,Bob Probert,CHI,Voted winner: Bob Probert (100%) - Voted rating: 7
11/17/00,2 Pd 0:14,Rhett Warrener,BUF,Sylvain Blouin,MIN,Voted winner: Sylvain Blouin (50%) - Voted rating: 3.5
11/17/00,2 Pd 9:12,Jeff Odgers,ATL,Todd Fedoruk,PHI,Voted winner: Draw (50%) - Voted rating: 8
11/17/00,1 Pd 10:23,Bryan McCabe,TOR,Wayne Primeau,TBL,Voted winner: Draw (50%) - Voted rating: 0
11/17/00,1 Pd 3:18,Chris Tamer,ATL,Gino Odjick,PHI,Voted winner: Draw (50%) - Voted rating: 0
11/17/00,1 Pd 19:19,Steve Staios,ATL,Luke Richardson,PHI,Voted winner: Draw (50%) - Voted rating: 0
11/17/00,1 Pd 3:7,Sean Brown,EDM,Ryan VandenBussche,CHI,Voted winner: Draw (50%) - Voted rating: 0
11/15/00,2 Pd 7:3,Denny Lambert,ATL,Brantt Myhres,NSH,Voted winner: Draw (50%) - Voted rating: 0
11/15/00,2 Pd 8:39,Denis Hamel,BUF,Tyler Bouck,DAL,Voted winner: Draw (50%) - Voted rating: 0
11/14/00,1 Pd 3:13,Jason Strudwick,VAN,Ryan VandenBussche,CHI,Voted winner: Draw (50%) - Voted rating: 0
11/14/00,2 Pd 8:58,Donald Brashear,VAN,Bob Probert,CHI,Voted winner: Donald Brashear (58.3%) - Voted rating: 5.17
11/14/00,3 Pd 1:29,Joe Sacco,WAS,Landon Wilson,ARI,Voted winner: Draw (50%) - Voted rating: 0
11/14/00,1 Pd 3:17,Patrick Cote,EDM,Reid Simpson,STL,Voted winner: Draw (50%) - Voted rating: 0
11/14/00,1 Pd 1:8,Georges Laraque,EDM,Reed Low,STL,Voted winner: Georges Laraque (100%) - Voted rating: 7
11/14/00,3 Pd 10:0,Francis Bouillon,MON,Steve Martins,TBL,Voted winner: Francis Bouillon (100%) - Voted rating: 5
11/14/00,2 Pd 10:14,Jeff Halpern,WAS,Wyatt Smith,ARI,Voted winner: Draw (50%) - Voted rating: 0
11/13/00,3 Pd 12:53,Serge Payer,FLA,Denny Lambert,ATL,Voted winner: Draw (50%) - Voted rating: 0
11/13/00,1 Pd 12:38,Paul Laus,FLA,Jeff Odgers,ATL,Voted winner: Draw (50%) - Voted rating: 0
11/12/00,1 Pd 3:54,Jim Cummins,ANA,Darren McCarty,DET,Voted winner: Jim Cummins (100%) - Voted rating: 4
11/11/00,2 Pd 15:18,Brad Isbister,NYI,Stephane Matteau,SJS,Voted winner: Draw (50%) - Voted rating: 0
11/11/00,1 Pd 9:27,Grant Marshall,DAL,P.J. Stock,MON,Voted winner: Draw (50%) - Voted rating: 3
11/10/00,2 Pd 11:56,Ken Daneyko,NJD,Bob Boughner,PIT,Voted winner: Draw (50%) - Voted rating: 0
11/10/00,2 Pd 11:56,Willie Mitchell,NJD,Jiri Slegr,PIT,Voted winner: Draw (50%) - Voted rating: 0
11/09/00,3 Pd 19:40,Jamie Pushor,CBJ,Shawn Heins,SJS,Voted winner: Draw (50%) - Voted rating: 0
11/09/00,3 Pd 12:8,Rhett Warrener,BUF,Dave Scatchard,NYI,Voted winner: Rhett Warrener (100%) - Voted rating: 7
11/09/00,2 Pd 12:25,Chris Dingman,COL,Bryce Salvador,STL,Voted winner: Chris Dingman (100%) - Voted rating: 5
11/09/00,2 Pd 9:25,Scott Parker,COL,Reed Low,STL,Voted winner: Reed Low (66.7%) - Voted rating: 9
11/09/00,2 Pd 10:51,Ken Belanger,BOS,Shane Hnidy,OTT,Voted winner: Ken Belanger (100%) - Voted rating: 4
11/08/00,2 Pd 12:14,Louie Debrusk,ARI,Darren McCarty,DET,Voted winner: Louie Debrusk (100%) - Voted rating: 5
11/08/00,3 Pd 14:21,Shayne Corson,TOR,David Karpa,CAR,Voted winner: Draw (50%) - Voted rating: 0
11/08/00,3 Pd 7:11,Brad May,ARI,Darren McCarty,DET,Voted winner: Darren McCarty (75%) - Voted rating: 6.5
11/08/00,1 Pd 9:10,Steve McKenna,MIN,Wade Belak,CAL,Voted winner: Draw (50%) - Voted rating: 1
11/08/00,1 Pd 1:13,Sean O'Donnell,MIN,Jeff Cowan,CAL,Voted winner: Draw (50%) - Voted rating: 1
11/08/00,1 Pd 9:6,Matthew Barnaby,PIT,Todd Fedoruk,PHI,Voted winner: Todd Fedoruk (100%) - Voted rating: 7
11/08/00,2 Pd 6:38,Darcy Tucker,TOR,Craig Adams,CAR,Voted winner: Draw (50%) - Voted rating: 0
11/08/00,3 Pd 8:47,Tie Domi,TOR,Darren Langdon,CAR,Voted winner: Tie Domi (15.8%) - Voted rating: 2.42
11/07/00,2 Pd 16:18,Scott Parker,COL,Matt Johnson,MIN,Voted winner: Draw (50%) - Voted rating: 3
11/07/00,1 Pd 14:9,Dale Purinton,NYR,Georges Laraque,EDM,Voted winner: Draw (50%) - Voted rating: 2
11/07/00,1 Pd 4:13,Sandy McCarthy,NYR,Georges Laraque,EDM,Voted winner: Georges Laraque (100%) - Voted rating: 6
11/05/00,1 Pd 5:22,Wade Belak,CAL,Matt Johnson,MIN,Voted winner: Draw (50%) - Voted rating: 3.5
11/05/00,3 Pd 5:29,Gary Roberts,TOR,Ken Belanger,BOS,Voted winner: Ken Belanger (100%) - Voted rating: 3
11/05/00,1 Pd 8:10,Clarke Wilm,CAL,Andy Sutton,MIN,Voted winner: Draw (50%) - Voted rating: 3.5
11/04/00,1 Pd 2:34,Cale Hulse,NSH,Jim Cummins,ANA,Voted winner: Draw (50%) - Voted rating: 0
11/04/00,2 Pd 19:14,Scott Walker,NSH,Jason Marshall,ANA,Voted winner: Draw (50%) - Voted rating: 0
11/04/00,1 Pd 2:39,Reed Low,STL,Tie Domi,TOR,Voted winner: Draw (50%) - Voted rating: 3
11/04/00,1 Pd 16:12,Todd Fedoruk,PHI,Rob Ray,BUF,Voted winner: Todd Fedoruk (33.3%) - Voted rating: 7.33
11/04/00,1 Pd 14:47,Enrico Ciccone,MON,Dale Purinton,NYR,Voted winner: Enrico Ciccone (50%) - Voted rating: 5.5
11/04/00,1 Pd 6:28,Enrico Ciccone,MON,Dale Purinton,NYR,Voted winner: Dale Purinton (50%) - Voted rating: 2.5
11/04/00,1 Pd 6:25,Jeff Cowan,CAL,Matthew Barnaby,PIT,Voted winner: Matthew Barnaby (100%) - Voted rating: 6
11/03/00,1 Pd 8:12,Donald Brashear,VAN,Matthew Barnaby,PIT,Voted winner: Donald Brashear (100%) - Voted rating: 3
11/02/00,1 Pd 9:30,Jeff Odgers,ATL,Ian Laperriere,LAK,Voted winner: Draw (50%) - Voted rating: 0
11/02/00,2 Pd 3:13,Chris Tamer,ATL,Stu Grimson,LAK,Voted winner: Draw (50%) - Voted rating: 0
11/01/00,1 Pd 11:47,Dan LaCouture,EDM,Jeff Cowan,CAL,Voted winner: Draw (50%) - Voted rating: 7
11/01/00,2 Pd 15:25,Ed Jovanovski,VAN,Adam Deadmarsh,COL,Voted winner: Ed Jovanovski (100%) - Voted rating: 9.67
10/31/00,1 Pd 2:47,Andre Roy,OTT,Tie Domi,TOR,Voted winner: Draw (50%) - Voted rating: 0
10/31/00,3 Pd 9:45,Andre Roy,OTT,Tie Domi,TOR,Voted winner: Draw (50%) - Voted rating: 0
10/31/00,1 Pd 2:8,Brantt Myhres,NSH,Reed Low,STL,Voted winner: Brantt Myhres (37.5%) - Voted rating: 5.13
10/31/00,1 Pd 6:30,Jean-Luc Grand-Pierre,CBJ,Stu Grimson,LAK,Voted winner: Stu Grimson (100%) - Voted rating: 5
10/30/00,1 Pd 2:46,Jim McKenzie,NJD,Joey Tetarenko,FLA,Voted winner: Jim McKenzie (100%) - Voted rating: 5
10/29/00,3 Pd 9:32,David Karpa,CAR,Jamal Mayers,STL,Voted winner: Draw (50%) - Voted rating: 0
10/29/00,2 Pd 2:40,Sylvain Blouin,MIN,Stephane Quintal,CHI,Voted winner: Draw (50%) - Voted rating: 1
10/29/00,2 Pd 5:51,Matt Johnson,MIN,Mark Janssens,CHI,Voted winner: Draw (50%) - Voted rating: 3
10/29/00,3 Pd 0:47,Brad Brown,NYR,Ken Belanger,BOS,Voted winner: Ken Belanger (100%) - Voted rating: 6
10/29/00,2 Pd 4:0,Darren Langdon,CAR,Reed Low,STL,Voted winner: Darren Langdon (100%) - Voted rating: 8
10/28/00,1 Pd 15:54,Reed Low,STL,Grant Marshall,DAL,Voted winner: Reed Low (100%) - Voted rating: 7.5
10/28/00,2 Pd 14:47,Paul Laus,FLA,Andre Roy,OTT,Voted winner: Draw (50%) - Voted rating: 0
10/28/00,3 Pd 13:6,Rene Corbet,PIT,Steve Kelly,NJD,Voted winner: Steve Kelly (100%) - Voted rating: 5
10/28/00,2 Pd 14:10,Adam Deadmarsh,COL,Jason Smith,EDM,Voted winner: Draw (50%) - Voted rating: 0
10/28/00,3 Pd 9:12,Josef Melichar,PIT,Turner Stevenson,NJD,Voted winner: Draw (50%) - Voted rating: 0
10/28/00,2 Pd 18:20,Darren Van Impe,BOS,Shayne Corson,TOR,Voted winner: Draw (50%) - Voted rating: 0
10/28/00,1 Pd 2:13,Ken Belanger,BOS,Tie Domi,TOR,Voted winner: Draw (50%) - Voted rating: 0
10/27/00,1 Pd 8:28,Matt Johnson,MIN,Wade Belak,CAL,Voted winner: Draw (50%) - Voted rating: 3
10/27/00,2 Pd 12:18,Sylvain Blouin,MIN,Wade Belak,CAL,Voted winner: Draw (50%) - Voted rating: 1
10/27/00,3 Pd 19:25,Rich Pilon,NYR,Matthew Barnaby,PIT,Voted winner: Draw (50%) - Voted rating: 6
10/27/00,2 Pd 4:33,Sami Helenius,DAL,Brad May,ARI,Voted winner: Draw (50%) - Voted rating: 5
10/27/00,2 Pd 3:43,Darren Langdon,CAR,Jim McKenzie,NJD,Voted winner: Draw (50%) - Voted rating: 0
10/27/00,2 Pd 6:55,Jason Marshall,ANA,Dan LaCouture,EDM,Voted winner: Draw (50%) - Voted rating: 0
10/26/00,3 Pd 3:38,Tyson Nash,STL,Robyn Regehr,CAL,Voted winner: Robyn Regehr (100%) - Voted rating: 4
10/26/00,3 Pd 4:36,Sean Hill,STL,Bill Lindsay,CAL,Voted winner: Draw (50%) - Voted rating: 0
10/26/00,2 Pd 8:50,Craig Conroy,STL,Jarome Iginla,CAL,Voted winner: Jarome Iginla (57.1%) - Voted rating: 4.86
10/26/00,3 Pd 3:45,Reed Low,STL,Jason Wiemer,CAL,Voted winner: Reed Low (100%) - Voted rating: 8
10/25/00,3 Pd 11:38,Darcy Tucker,TOR,Sean O'Donnell,MIN,Voted winner: Draw (50%) - Voted rating: 1
10/25/00,2 Pd 10:45,Todd Simpson,FLA,Turner Stevenson,NJD,Voted winner: Draw (50%) - Voted rating: 0
10/25/00,1 Pd 9:52,Rob Ray,BUF,Darren Langdon,CAR,Voted winner: Draw (50%) - Voted rating: 4.5
10/25/00,1 Pd 19:0,Lyle Odelein,CBJ,Todd Harvey,SJS,Voted winner: Draw (50%) - Voted rating: 0
10/25/00,1 Pd 9:47,Paul Laus,FLA,Jim McKenzie,NJD,Voted winner: Draw (50%) - Voted rating: 0
10/24/00,2 Pd 20:0,Cory Stillman,CAL,Travis Green,ARI,Voted winner: Draw (50%) - Voted rating: 0
10/24/00,2 Pd 18:34,Robyn Regehr,CAL,Jeremy Roenick,ARI,Voted winner: Draw (50%) - Voted rating: 0
10/24/00,1 Pd 6:26,Sandy McCarthy,NYR,Chris McAllister,PHI,Voted winner: Draw (50%) - Voted rating: 9
10/23/00,1 Pd 1:31,Jim Cummins,ANA,Kelly Buchberger,LAK,Voted winner: Jim Cummins (100%) - Voted rating: 6
10/22/00,2 Pd 10:25,Jason Smith,EDM,Keith Tkachuk,ARI,Voted winner: Draw (50%) - Voted rating: 7
10/22/00,2 Pd 12:28,Sean O'Donnell,MIN,Mike Wilson,FLA,Voted winner: Draw (50%) - Voted rating: 1
10/21/00,1 Pd 4:31,Ricard Persson,OTT,Steve Staios,ATL,Voted winner: Draw (50%) - Voted rating: 0
10/21/00,2 Pd 9:50,Scott Walker,NSH,Bryan Marchment,SJS,Voted winner: Draw (50%) - Voted rating: 9
10/21/00,1 Pd 14:43,Craig Berube,WAS,Steve Webb,NYI,Voted winner: Draw (50%) - Voted rating: 7
10/21/00,1 Pd 6:4,Reed Low,STL,Bob Probert,CHI,Voted winner: Draw (50%) - Voted rating: 6.5
10/21/00,1 Pd 9:1,Cale Hulse,NSH,Scott Thornton,SJS,Voted winner: Draw (50%) - Voted rating: 0
10/21/00,1 Pd 6:18,Scott Hartnell,NSH,Bryan Marchment,SJS,Voted winner: Draw (50%) - Voted rating: 0
10/21/00,2 Pd 5:41,Chris McAllister,PHI,Jim Cummins,ANA,Voted winner: Draw (50%) - Voted rating: 0
10/21/00,3 Pd 0:6,Jason Wiemer,CAL,Steve Thomas,TOR,Voted winner: Draw (50%) - Voted rating: 0
10/20/00,3 Pd 11:25,Dean McAmmond,CHI,Brenden Morrow,DAL,Voted winner: Draw (50%) - Voted rating: 0
10/20/00,2 Pd 2:53,Chris Drury,COL,Len Barrie,FLA,Voted winner: Draw (50%) - Voted rating: 0
10/20/00,2 Pd 12:27,Aaron Gavey,MIN,Scott Hannan,SJS,Voted winner: Draw (50%) - Voted rating: 1
10/20/00,1 Pd 7:25,Scott Parker,COL,Peter Worrell,FLA,Voted winner: Draw (50%) - Voted rating: 0
10/20/00,2 Pd 2:53,Aaron Miller,COL,Lance Pitlick,FLA,Voted winner: Draw (50%) - Voted rating: 0
10/19/00,3 Pd 11:1,Jason Smith,EDM,Shayne Corson,TOR,Voted winner: Draw (50%) - Voted rating: 6
10/19/00,1 Pd 20:0,Reed Low,STL,Ian Laperriere,LAK,Voted winner: Reed Low (100%) - Voted rating: 5
10/19/00,3 Pd 2:33,Andre Roy,OTT,Bob Boughner,PIT,Voted winner: Draw (50%) - Voted rating: 0
10/19/00,1 Pd 15:21,Bryce Salvador,STL,Kelly Buchberger,LAK,Voted winner: Draw (50%) - Voted rating: 0
10/18/00,2 Pd 11:49,Stan Neckar,ARI,Len Barrie,FLA,Voted winner: Draw (50%) - Voted rating: 0
10/18/00,3 Pd 17:8,Denis Pederson,VAN,Bill Lindsay,CAL,Voted winner: Draw (50%) - Voted rating: 0
10/18/00,3 Pd 9:16,Lyle Odelein,CBJ,Chris Dingman,COL,Voted winner: Draw (50%) - Voted rating: 0
10/18/00,3 Pd 11:46,Krzysztof Oliwa,CBJ,Scott Parker,COL,Voted winner: Scott Parker (95.7%) - Voted rating: 7.04
10/18/00,2 Pd 16:7,Todd Bertuzzi,VAN,Steve Smith,CAL,Voted winner: Draw (50%) - Voted rating: 0
10/18/00,3 Pd 1:45,Jason Strudwick,VAN,Jason Wiemer,CAL,Voted winner: Draw (50%) - Voted rating: 0
10/17/00,2 Pd 5:18,Luke Richardson,PHI,Colin Forbes,OTT,Voted winner: Luke Richardson (100%) - Voted rating: 6
10/17/00,3 Pd 15:6,Igor Ulanov,EDM,P.J. Axelsson,BOS,Voted winner: Draw (50%) - Voted rating: 0
10/17/00,3 Pd 12:54,Sean Brown,EDM,Ken Belanger,BOS,Voted winner: Draw (50%) - Voted rating: 0
10/17/00,3 Pd 5:58,Daymond Langkow,PHI,Mike Fisher,OTT,Voted winner: Draw (50%) - Voted rating: 0
10/17/00,2 Pd 7:51,P.J. Stock,MON,Eric Boulton,BUF,Voted winner: Eric Boulton (100%) - Voted rating: 6
10/16/00,1 Pd 17:17,Donald Brashear,VAN,Tie Domi,TOR,Voted winner: Draw (50%) - Voted rating: 2
10/16/00,2 Pd 10:15,Rich Pilon,NYR,Jim Cummins,ANA,Voted winner: Rich Pilon (100%) - Voted rating: 7
10/15/00,1 Pd 17:57,Matt Johnson,MIN,Georges Laraque,EDM,Voted winner: Draw (50%) - Voted rating: 4
10/15/00,2 Pd 14:19,Ian Laperriere,LAK,Landon Wilson,ARI,Voted winner: Landon Wilson (100%) - Voted rating: 4.29
10/15/00,3 Pd 10:31,Sean O'Donnell,MIN,Jason Smith,EDM,Voted winner: Draw (50%) - Voted rating: 1
10/15/00,2 Pd 18:36,Wayne Primeau,TBL,Jeff Odgers,ATL,Voted winner: Draw (50%) - Voted rating: 0
10/14/00,2 Pd 17:37,Colin White,NJD,Andrei Nazarov,ANA,Voted winner: Andrei Nazarov (100%) - Voted rating: 5
10/14/00,2 Pd 15:27,Bryan Marchment,SJS,Jay Henderson,BOS,Voted winner: Jay Henderson (100%) - Voted rating: 3
10/14/00,2 Pd 9:8,Chris Dingman,COL,Lyle Odelein,CBJ,Voted winner: Draw (50%) - Voted rating: 0
10/13/00,2 Pd 15:25,Georges Laraque,EDM,Eric Boulton,BUF,Voted winner: Georges Laraque (100%) - Voted rating: 5
10/13/00,1 Pd 4:14,Ian Laperriere,LAK,Darren Van Impe,BOS,Voted winner: Draw (50%) - Voted rating: 0
10/13/00,1 Pd 6:59,Paul Laus,FLA,Darren Langdon,CAR,Voted winner: Draw (50%) - Voted rating: 0
10/13/00,1 Pd 3:20,Reed Low,STL,Matt Johnson,MIN,Voted winner: Draw (50%) - Voted rating: 6
10/13/00,1 Pd 15:48,Dallas Drake,STL,Curtis Leschyshyn,MIN,Voted winner: Draw (50%) - Voted rating: 3.5
10/12/00,1 Pd 2:56,Jason Wiemer,CAL,Krzysztof Oliwa,CBJ,Voted winner: Jason Wiemer (100%) - Voted rating: 4
10/12/00,3 Pd 9:48,Ed Jovanovski,VAN,Chris Dingman,COL,Voted winner: Draw (50%) - Voted rating: 0
10/12/00,2 Pd 14:20,Denis Gauthier,CAL,Jamie Pushor,CBJ,Voted winner: Draw (50%) - Voted rating: 0
10/12/00,3 Pd 18:41,Donald Brashear,VAN,Greg de Vries,COL,Voted winner: Donald Brashear (100%) - Voted rating: 8.5
10/12/00,3 Pd 6:53,Donald Brashear,VAN,Scott Parker,COL,Voted winner: Draw (50%) - Voted rating: 6
10/11/00,2 Pd 3:50,Sandy McCarthy,NYR,P.J. Stock,MON,Voted winner: Sandy McCarthy (85.7%) - Voted rating: 7.43
10/11/00,1 Pd 2:59,Jeff Odgers,ATL,Brendan Witt,WAS,Voted winner: Brendan Witt (100%) - Voted rating: 6
10/11/00,2 Pd 4:52,Kelly Buchberger,LAK,Chris Pronger,STL,Voted winner: Draw (50%) - Voted rating: 0
10/11/00,1 Pd 13:57,Andy Sutton,MIN,Gino Odjick,PHI,Voted winner: Gino Odjick (50%) - Voted rating: 3.5
10/09/00,1 Pd 4:38,Ken Belanger,BOS,Todd Simpson,FLA,Voted winner: Draw (50%) - Voted rating: 0
10/09/00,3 Pd 14:46,Shayne Corson,TOR,Brad Lukowich,DAL,Voted winner: Draw (50%) - Voted rating: 0
10/09/00,1 Pd 7:9,Krzysztof Oliwa,CBJ,Ian Laperriere,LAK,Voted winner: Draw (50%) - Voted rating: 0
10/09/00,1 Pd 10:22,Hal Gill,BOS,Peter Worrell,FLA,Voted winner: Draw (50%) - Voted rating: 0
10/08/00,2 Pd 16:50,Bryan Muir,TBL,Denis Pederson,VAN,Voted winner: Draw (50%) - Voted rating: 0
10/08/00,3 Pd 10:28,Ladislav Kohn,ANA,Tyson Nash,STL,Voted winner: Draw (50%) - Voted rating: 0
10/07/00,2 Pd 17:14,Jamie Pushor,CBJ,Ryan VandenBussche,CHI,Voted winner: Ryan VandenBussche (100%) - Voted rating: 7
10/07/00,2 Pd 1:58,Louie Debrusk,ARI,Matt Johnson,MIN,Voted winner: Louie Debrusk (50%) - Voted rating: 3.5
10/07/00,2 Pd 18:45,Todd Marchant,EDM,Chris Drury,COL,Voted winner: Draw (50%) - Voted rating: 0
10/07/00,3 Pd 3:52,Krzysztof Oliwa,CBJ,Stephane Quintal,CHI,Voted winner: Draw (50%) - Voted rating: 0
10/07/00,2 Pd 11:6,Denny Lambert,ATL,Rich Pilon,NYR,Voted winner: Draw (50%) - Voted rating: 0
10/07/00,3 Pd 8:30,Luke Richardson,PHI,Ken Belanger,BOS,Voted winner: Draw (50%) - Voted rating: 0
10/07/00,3 Pd 0:12,Rob Ray,BUF,Kelly Buchberger,LAK,Voted winner: Rob Ray (100%) - Voted rating: 6
10/06/00,3 Pd 6:54,Scott Stevens,NJD,P.J. Stock,MON,Voted winner: Draw (50%) - Voted rating: 4.6
10/06/00,3 Pd 6:54,Ken Sutton,NJD,Patrick Poulin,MON,Voted winner: Draw (50%) - Voted rating: 2
10/06/00,2 Pd 3:33,Chad Kilger,EDM,Jiri Fischer,DET,Voted winner: Draw (50%) - Voted rating: 0
10/05/00,3 Pd 10:33,Bill Lindsay,CAL,Chris Chelios,DET,Voted winner: Draw (50%) - Voted rating: 0
10/05/00,1 Pd 5:52,Bill Lindsay,CAL,Pat Verbeek,DET,Voted winner: Draw (50%) - Voted rating: 0
10/05/00,1 Pd 6:33,Brad May,ARI,Bryce Salvador,STL,Voted winner: Draw (50%) - Voted rating: 0
10/05/00,2 Pd 3:20,Rob Ray,BUF,Mark Janssens,CHI,Voted winner: Mark Janssens (100%) - Voted rating: 8
04/14/02,2 Pd 6:26,Ken Belanger,LAK,Kevin Sawyer,ANA,Voted winner: Draw (50%) - Voted rating: 0
04/14/02,2 Pd 9:47,Willie Mitchell,MIN,Danny Cleary,EDM,Voted winner: Willie Mitchell (100%) - Voted rating: 1
04/13/02,3 Pd 9:8,Derek Morris,CAL,Trevor Letowski,VAN,Voted winner: Draw (50%) - Voted rating: 0
04/13/02,1 Pd 16:39,Shane Hnidy,OTT,Tie Domi,TOR,Voted winner: Draw (50%) - Voted rating: 0
04/13/02,1 Pd 16:39,Chris Neil,OTT,Shayne Corson,TOR,Voted winner: Draw (50%) - Voted rating: 0
04/13/02,2 Pd 13:9,Sean Brown,BOS,Krzysztof Oliwa,PIT,Voted winner: Draw (50%) - Voted rating: 0
04/13/02,3 Pd 16:15,Dennis Bonvie,BOS,Jamie Pushor,PIT,Voted winner: Dennis Bonvie (100%) - Voted rating: 8
04/13/02,1 Pd 6:26,Donald Brashear,PHI,Dale Purinton,NYR,Voted winner: Donald Brashear (59.1%) - Voted rating: 4.05
04/12/02,2 Pd 7:56,Denny Lambert,ANA,Greg de Vries,COL,Voted winner: Draw (50%) - Voted rating: 0
04/12/02,3 Pd 15:36,Drake Berehowsky,ARI,Sylvain Blouin,MIN,Voted winner: Draw (50%) - Voted rating: 0
04/12/02,3 Pd 19:32,Olli Jokinen,FLA,Niclas Wallin,CAR,Voted winner: Olli Jokinen (100%) - Voted rating: 6
04/12/02,3 Pd 8:50,Jean-Luc Grand-Pierre,CBJ,Jeff Odgers,ATL,Voted winner: Draw (50%) - Voted rating: 0
04/10/02,1 Pd 15:57,Tyler Wright,CBJ,Adam Graves,SJS,Voted winner: Draw (50%) - Voted rating: 0
04/10/02,2 Pd 16:51,Grant Marshall,CBJ,Matt Bradley,SJS,Voted winner: Draw (50%) - Voted rating: 0
04/10/02,3 Pd 10:45,Jody Shelley,CBJ,Scott Thornton,SJS,Voted winner: Draw (50%) - Voted rating: 0
04/10/02,3 Pd 12:6,Eric Lindros,NYR,Aki Berg,TOR,Voted winner: Eric Lindros (100%) - Voted rating: 2.8
04/09/02,3 Pd 19:38,Doug Gilmour,MON,Daniel Alfredsson,OTT,Voted winner: Daniel Alfredsson (100%) - Voted rating: 3.89
04/08/02,1 Pd 10:55,Ian Laperriere,LAK,John Erskine,DAL,Voted winner: Draw (50%) - Voted rating: 0
04/08/02,1 Pd 3:14,Wade Belak,TOR,Jody Shelley,CBJ,Voted winner: Draw (50%) - Voted rating: 8
